Date,USD_to_RWF_Rate,Day_of_Week,Month,Year
2011-12-10,602.7863,Saturday,December,2011
2011-12-11,603.518,Sunday,December,2011
2011-12-12,602.8655,Monday,December,2011
2011-12-13,603.5925,Tuesday,December,2011
2011-12-14,603.4154,Wednesday,December,2011
2011-12-15,602.7213,Thursday,December,2011
2011-12-16,603.4728,Friday,December,2011
2011-12-17,603.4728,Saturday,December,2011
2011-12-18,604.4837,Sunday,December,2011
2011-12-19,603.2931,Monday,December,2011
2011-12-20,603.6203,Tuesday,December,2011
2011-12-21,603.8558,Wednesday,December,2011
2011-12-22,603.3928,Thursday,December,2011
2011-12-23,603.6129,Friday,December,2011
2011-12-24,603.5742,Saturday,December,2011
2011-12-25,603.342,Sunday,December,2011
2011-12-26,602.4148,Monday,December,2011
2011-12-27,603.8429,Tuesday,December,2011
2011-12-28,604.0781,Wednesday,December,2011
2011-12-29,603.3562,Thursday,December,2011
2011-12-30,603.6264,Friday,December,2011
2011-12-31,604.1412,Saturday,December,2011
2012-01-01,605.6996,Sunday,January,2012
2012-01-02,604.6766,Monday,January,2012
2012-01-03,604.1741,Tuesday,January,2012
2012-01-04,604.1028,Wednesday,January,2012
2012-01-05,603.7637,Thursday,January,2012
2012-01-06,603.9098,Friday,January,2012
2012-01-07,603.9098,Saturday,January,2012
2012-01-08,604.2623,Sunday,January,2012
2012-01-09,602.7376,Monday,January,2012
2012-01-10,602.1143,Tuesday,January,2012
2012-01-11,604.2739,Wednesday,January,2012
2012-01-12,604.2183,Thursday,January,2012
2012-01-13,604.3797,Friday,January,2012
2012-01-14,604.3797,Saturday,January,2012
2012-01-15,605.0512,Sunday,January,2012
2012-01-16,604.0981,Monday,January,2012
2012-01-17,604.405,Tuesday,January,2012
2012-01-18,604.2921,Wednesday,January,2012
2012-01-19,604.5104,Thursday,January,2012
2012-01-20,604.2279,Friday,January,2012
2012-01-21,604.2279,Saturday,January,2012
2012-01-22,605.5107,Sunday,January,2012
2012-01-23,604.1549,Monday,January,2012
2012-01-24,602.1444,Tuesday,January,2012
2012-01-25,600.9138,Wednesday,January,2012
2012-01-26,599.9941,Thursday,January,2012
2012-01-27,598.2774,Friday,January,2012
2012-01-28,598.2774,Saturday,January,2012
2012-01-29,604.7806,Sunday,January,2012
2012-01-30,605.3967,Monday,January,2012
2012-01-31,604.8777,Tuesday,January,2012
2012-02-01,604.9287,Wednesday,February,2012
2012-02-02,604.8911,Thursday,February,2012
2012-02-03,604.1082,Friday,February,2012
2012-02-04,604.0164,Saturday,February,2012
2012-02-05,604.7044,Sunday,February,2012
2012-02-06,604.8248,Monday,February,2012
2012-02-07,603.8543,Tuesday,February,2012
2012-02-08,604.7342,Wednesday,February,2012
2012-02-09,604.8048,Thursday,February,2012
2012-02-10,604.2785,Friday,February,2012
2012-02-11,604.9176,Saturday,February,2012
2012-02-12,603.921,Sunday,February,2012
2012-02-13,606.7687,Monday,February,2012
2012-02-14,605.0832,Tuesday,February,2012
2012-02-15,606.0884,Wednesday,February,2012
2012-02-16,605.8294,Thursday,February,2012
2012-02-17,605.997,Friday,February,2012
2012-02-18,605.997,Saturday,February,2012
2012-02-19,604.4693,Sunday,February,2012
2012-02-20,606.5839,Monday,February,2012
2012-02-21,604.865,Tuesday,February,2012
2012-02-22,604.928,Wednesday,February,2012
2012-02-23,604.4164,Thursday,February,2012
2012-02-24,604.8858,Friday,February,2012
2012-02-25,604.8858,Saturday,February,2012
2012-02-26,604.505,Sunday,February,2012
2012-02-27,605.3657,Monday,February,2012
2012-02-28,602.6121,Tuesday,February,2012
2012-02-29,605.7,Wednesday,February,2012
2012-03-01,606.257,Thursday,March,2012
2012-03-02,606.2878,Friday,March,2012
2012-03-03,606.2878,Saturday,March,2012
2012-03-04,606.4027,Sunday,March,2012
2012-03-05,605.9132,Monday,March,2012
2012-03-06,605.8681,Tuesday,March,2012
2012-03-07,606.4124,Wednesday,March,2012
2012-03-08,606.5489,Thursday,March,2012
2012-03-09,606.7626,Friday,March,2012
2012-03-10,606.7626,Saturday,March,2012
2012-03-11,606.9949,Sunday,March,2012
2012-03-12,606.2636,Monday,March,2012
2012-03-13,607.1752,Tuesday,March,2012
2012-03-14,607.6469,Wednesday,March,2012
2012-03-15,607.1779,Thursday,March,2012
2012-03-16,606.5219,Friday,March,2012
2012-03-17,606.5219,Saturday,March,2012
2012-03-18,606.8283,Sunday,March,2012
2012-03-19,606.9688,Monday,March,2012
2012-03-20,606.8507,Tuesday,March,2012
2012-03-21,606.8557,Wednesday,March,2012
2012-03-22,606.8742,Thursday,March,2012
2012-03-23,607.1456,Friday,March,2012
2012-03-24,607.1456,Saturday,March,2012
2012-03-25,606.8779,Sunday,March,2012
2012-03-26,607.5289,Monday,March,2012
2012-03-27,606.8826,Tuesday,March,2012
2012-03-28,607.1782,Wednesday,March,2012
2012-03-29,606.937,Thursday,March,2012
2012-03-30,607.1606,Friday,March,2012
2012-03-31,607.4056,Saturday,March,2012
2012-04-01,607.4056,Sunday,April,2012
2012-04-02,606.7579,Monday,April,2012
2012-04-03,606.8742,Tuesday,April,2012
2012-04-04,606.4977,Wednesday,April,2012
2012-04-05,606.673,Thursday,April,2012
2012-04-06,606.5031,Friday,April,2012
2012-04-07,606.4971,Saturday,April,2012
2012-04-08,607.0708,Sunday,April,2012
2012-04-09,604.7026,Monday,April,2012
2012-04-10,606.741,Tuesday,April,2012
2012-04-11,606.3367,Wednesday,April,2012
2012-04-12,607.1009,Thursday,April,2012
2012-04-13,607.1559,Friday,April,2012
2012-04-14,607.1559,Saturday,April,2012
2012-04-15,606.8878,Sunday,April,2012
2012-04-16,606.225,Monday,April,2012
2012-04-17,606.0269,Tuesday,April,2012
2012-04-18,607.0894,Wednesday,April,2012
2012-04-19,607.1896,Thursday,April,2012
2012-04-20,606.9919,Friday,April,2012
2012-04-21,606.9919,Saturday,April,2012
2012-04-22,606.7661,Sunday,April,2012
2012-04-23,606.8414,Monday,April,2012
2012-04-24,606.978,Tuesday,April,2012
2012-04-25,607.5354,Wednesday,April,2012
2012-04-26,608.2893,Thursday,April,2012
2012-04-27,606.5516,Friday,April,2012
2012-04-28,606.5516,Saturday,April,2012
2012-04-29,606.4397,Sunday,April,2012
2012-04-30,608.2384,Monday,April,2012
2012-05-01,608.0843,Tuesday,May,2012
2012-05-02,608.2937,Wednesday,May,2012
2012-05-03,608.0843,Thursday,May,2012
2012-05-04,607.9393,Friday,May,2012
2012-05-05,607.9393,Saturday,May,2012
2012-05-06,608.7685,Sunday,May,2012
2012-05-07,608.1798,Monday,May,2012
2012-05-08,608.3826,Tuesday,May,2012
2012-05-09,608.2506,Wednesday,May,2012
2012-05-10,607.9393,Thursday,May,2012
2012-05-11,608.2626,Friday,May,2012
2012-05-12,608.2626,Saturday,May,2012
2012-05-13,608.5655,Sunday,May,2012
2012-05-14,608.105,Monday,May,2012
2012-05-15,608.6843,Tuesday,May,2012
2012-05-16,608.1947,Wednesday,May,2012
2012-05-17,608.1065,Thursday,May,2012
2012-05-18,608.2853,Friday,May,2012
2012-05-19,608.2853,Saturday,May,2012
2012-05-20,609.0167,Sunday,May,2012
2012-05-21,608.8174,Monday,May,2012
2012-05-22,608.5056,Tuesday,May,2012
2012-05-23,608.6508,Wednesday,May,2012
2012-05-24,609.0214,Thursday,May,2012
2012-05-25,609.4001,Friday,May,2012
2012-05-26,609.2493,Saturday,May,2012
2012-05-27,608.0845,Sunday,May,2012
2012-05-28,609.3483,Monday,May,2012
2012-05-29,609.4194,Tuesday,May,2012
2012-05-30,609.4232,Wednesday,May,2012
2012-05-31,609.6031,Thursday,May,2012
2012-06-01,608.9725,Friday,June,2012
2012-06-02,609.1932,Saturday,June,2012
2012-06-03,609.4709,Sunday,June,2012
2012-06-04,609.3341,Monday,June,2012
2012-06-05,609.1136,Tuesday,June,2012
2012-06-06,609.5331,Wednesday,June,2012
2012-06-07,610.0213,Thursday,June,2012
2012-06-08,608.6982,Friday,June,2012
2012-06-09,608.6982,Saturday,June,2012
2012-06-10,606.3471,Sunday,June,2012
2012-06-11,610.3408,Monday,June,2012
2012-06-12,609.0342,Tuesday,June,2012
2012-06-13,609.8542,Wednesday,June,2012
2012-06-14,609.4297,Thursday,June,2012
2012-06-15,609.4427,Friday,June,2012
2012-06-16,609.4816,Saturday,June,2012
2012-06-17,609.4816,Sunday,June,2012
2012-06-18,609.1947,Monday,June,2012
2012-06-19,607.773,Tuesday,June,2012
2012-06-20,609.4892,Wednesday,June,2012
2012-06-21,609.5915,Thursday,June,2012
2012-06-22,609.7046,Friday,June,2012
2012-06-23,610.0109,Saturday,June,2012
2012-06-24,610.05,Sunday,June,2012
2012-06-25,613.6621,Monday,June,2012
2012-06-26,611.4671,Tuesday,June,2012
2012-06-27,611.0399,Wednesday,June,2012
2012-06-28,610.7009,Thursday,June,2012
2012-06-29,612.3242,Friday,June,2012
2012-06-30,612.5472,Saturday,June,2012
2012-07-01,613.5238,Sunday,July,2012
2012-07-02,612.3795,Monday,July,2012
2012-07-03,612.4878,Tuesday,July,2012
2012-07-04,612.5521,Wednesday,July,2012
2012-07-05,612.9282,Thursday,July,2012
2012-07-06,611.9587,Friday,July,2012
2012-07-07,612.5478,Saturday,July,2012
2012-07-08,612.7456,Sunday,July,2012
2012-07-09,612.6539,Monday,July,2012
2012-07-10,612.6041,Tuesday,July,2012
2012-07-11,612.7133,Wednesday,July,2012
2012-07-12,613.5331,Thursday,July,2012
2012-07-13,612.4583,Friday,July,2012
2012-07-14,612.8796,Saturday,July,2012
2012-07-15,612.3684,Sunday,July,2012
2012-07-16,610.3878,Monday,July,2012
2012-07-17,613.0438,Tuesday,July,2012
2012-07-18,613.3851,Wednesday,July,2012
2012-07-19,613.2269,Thursday,July,2012
2012-07-20,613.2997,Friday,July,2012
2012-07-21,613.0727,Saturday,July,2012
2012-07-22,613.5047,Sunday,July,2012
2012-07-23,613.2599,Monday,July,2012
2012-07-24,613.3683,Tuesday,July,2012
2012-07-25,613.6844,Wednesday,July,2012
2012-07-26,613.0495,Thursday,July,2012
2012-07-27,613.01,Friday,July,2012
2012-07-28,612.9851,Saturday,July,2012
2012-07-29,613.5695,Sunday,July,2012
2012-07-30,612.9319,Monday,July,2012
2012-07-31,613.3011,Tuesday,July,2012
2012-08-01,612.4375,Wednesday,August,2012
2012-08-02,613.1471,Thursday,August,2012
2012-08-03,612.8608,Friday,August,2012
2012-08-04,613.2321,Saturday,August,2012
2012-08-05,613.3497,Sunday,August,2012
2012-08-06,613.5625,Monday,August,2012
2012-08-07,613.3567,Tuesday,August,2012
2012-08-08,612.2278,Wednesday,August,2012
2012-08-09,613.4107,Thursday,August,2012
2012-08-10,613.463,Friday,August,2012
2012-08-11,613.2916,Saturday,August,2012
2012-08-12,613.9568,Sunday,August,2012
2012-08-13,613.4887,Monday,August,2012
2012-08-14,613.5532,Tuesday,August,2012
2012-08-15,613.6848,Wednesday,August,2012
2012-08-16,613.729,Thursday,August,2012
2012-08-17,613.3857,Friday,August,2012
2012-08-18,613.3857,Saturday,August,2012
2012-08-19,613.5421,Sunday,August,2012
2012-08-20,612.5048,Monday,August,2012
2012-08-21,613.6007,Tuesday,August,2012
2012-08-22,613.4842,Wednesday,August,2012
2012-08-23,613.7991,Thursday,August,2012
2012-08-24,613.4394,Friday,August,2012
2012-08-25,613.6115,Saturday,August,2012
2012-08-26,613.3788,Sunday,August,2012
2012-08-27,613.7108,Monday,August,2012
2012-08-28,613.9712,Tuesday,August,2012
2012-08-29,613.7971,Wednesday,August,2012
2012-08-30,614.2452,Thursday,August,2012
2012-08-31,614.4401,Friday,August,2012
2012-09-01,614.484,Saturday,September,2012
2012-09-02,614.3291,Sunday,September,2012
2012-09-03,614.8758,Monday,September,2012
2012-09-04,615.2604,Tuesday,September,2012
2012-09-05,614.9311,Wednesday,September,2012
2012-09-06,615.4657,Thursday,September,2012
2012-09-07,614.8767,Friday,September,2012
2012-09-08,615.855,Saturday,September,2012
2012-09-09,615.7781,Sunday,September,2012
2012-09-10,615.3193,Monday,September,2012
2012-09-11,615.2195,Tuesday,September,2012
2012-09-12,614.9169,Wednesday,September,2012
2012-09-13,616.4231,Thursday,September,2012
2012-09-14,616.0123,Friday,September,2012
2012-09-15,616.0451,Saturday,September,2012
2012-09-16,615.7414,Sunday,September,2012
2012-09-17,616.3632,Monday,September,2012
2012-09-18,618.9724,Tuesday,September,2012
2012-09-19,618.9745,Wednesday,September,2012
2012-09-20,620.178,Thursday,September,2012
2012-09-21,621.1602,Friday,September,2012
2012-09-22,621.1361,Saturday,September,2012
2012-09-23,620.7154,Sunday,September,2012
2012-09-24,621.3875,Monday,September,2012
2012-09-25,621.6598,Tuesday,September,2012
2012-09-26,621.9771,Wednesday,September,2012
2012-09-27,622.3125,Thursday,September,2012
2012-09-28,622.4672,Friday,September,2012
2012-09-29,622.4672,Saturday,September,2012
2012-09-30,623.5858,Sunday,September,2012
2012-10-01,623.0776,Monday,October,2012
2012-10-02,623.261,Tuesday,October,2012
2012-10-03,622.5995,Wednesday,October,2012
2012-10-04,623.9386,Thursday,October,2012
2012-10-05,624.3816,Friday,October,2012
2012-10-06,624.1373,Saturday,October,2012
2012-10-07,624.0213,Sunday,October,2012
2012-10-08,624.1768,Monday,October,2012
2012-10-09,628.6715,Tuesday,October,2012
2012-10-10,623.9463,Wednesday,October,2012
2012-10-11,617.9253,Thursday,October,2012
2012-10-12,620.5565,Friday,October,2012
2012-10-13,620.4552,Saturday,October,2012
2012-10-14,618.5355,Sunday,October,2012
2012-10-15,618.3849,Monday,October,2012
2012-10-16,616.8481,Tuesday,October,2012
2012-10-17,618.8354,Wednesday,October,2012
2012-10-18,620.2644,Thursday,October,2012
2012-10-19,617.6199,Friday,October,2012
2012-10-20,620.3314,Saturday,October,2012
2012-10-21,619.3748,Sunday,October,2012
2012-10-22,623.0531,Monday,October,2012
2012-10-23,624.4069,Tuesday,October,2012
2012-10-24,623.4096,Wednesday,October,2012
2012-10-25,626.3635,Thursday,October,2012
2012-10-26,625.2032,Friday,October,2012
2012-10-27,623.4237,Saturday,October,2012
2012-10-28,619.8371,Sunday,October,2012
2012-10-29,620.6226,Monday,October,2012
2012-10-30,619.7684,Tuesday,October,2012
2012-10-31,621.3486,Wednesday,October,2012
2012-11-01,621.2435,Thursday,November,2012
2012-11-02,623.3303,Friday,November,2012
2012-11-03,622.532,Saturday,November,2012
2012-11-04,622.2438,Sunday,November,2012
2012-11-05,620.6956,Monday,November,2012
2012-11-06,620.8394,Tuesday,November,2012
2012-11-07,621.8459,Wednesday,November,2012
2012-11-08,620.9065,Thursday,November,2012
2012-11-09,623.2638,Friday,November,2012
2012-11-10,622.3597,Saturday,November,2012
2012-11-11,620.816,Sunday,November,2012
2012-11-12,620.8938,Monday,November,2012
2012-11-13,621.12,Tuesday,November,2012
2012-11-14,621.566,Wednesday,November,2012
2012-11-15,620.5137,Thursday,November,2012
2012-11-16,622.5814,Friday,November,2012
2012-11-17,622.5863,Saturday,November,2012
2012-11-18,617.4788,Sunday,November,2012
2012-11-19,620.8319,Monday,November,2012
2012-11-20,620.8654,Tuesday,November,2012
2012-11-21,619.5347,Wednesday,November,2012
2012-11-22,621.5635,Thursday,November,2012
2012-11-23,620.9193,Friday,November,2012
2012-11-24,622.9033,Saturday,November,2012
2012-11-25,620.0801,Sunday,November,2012
2012-11-26,619.0974,Monday,November,2012
2012-11-27,620.9842,Tuesday,November,2012
2012-11-28,619.4484,Wednesday,November,2012
2012-11-29,621.5886,Thursday,November,2012
2012-11-30,621.8066,Friday,November,2012
2012-12-01,621.9043,Saturday,December,2012
2012-12-02,621.0406,Sunday,December,2012
2012-12-03,620.1784,Monday,December,2012
2012-12-04,621.2622,Tuesday,December,2012
2012-12-05,621.5651,Wednesday,December,2012
2012-12-06,624.1434,Thursday,December,2012
2012-12-07,623.262,Friday,December,2012
2012-12-08,623.806,Saturday,December,2012
2012-12-09,618.3299,Sunday,December,2012
2012-12-10,620.5051,Monday,December,2012
2012-12-11,621.1892,Tuesday,December,2012
2012-12-12,617.4089,Wednesday,December,2012
2012-12-13,621.7217,Thursday,December,2012
2012-12-14,622.662,Friday,December,2012
2012-12-15,624.7509,Saturday,December,2012
2012-12-16,617.2288,Sunday,December,2012
2012-12-17,620.115,Monday,December,2012
2012-12-18,620.1587,Tuesday,December,2012
2012-12-19,620.6393,Wednesday,December,2012
2012-12-20,622.2109,Thursday,December,2012
2012-12-21,626.1069,Friday,December,2012
2012-12-22,624.7504,Saturday,December,2012
2012-12-23,623.4423,Sunday,December,2012
2012-12-24,625.454,Monday,December,2012
2012-12-25,624.4136,Tuesday,December,2012
2012-12-26,625.1609,Wednesday,December,2012
2012-12-27,619.7111,Thursday,December,2012
2012-12-28,626.7519,Friday,December,2012
2012-12-29,625.2631,Saturday,December,2012
2012-12-30,620.3042,Sunday,December,2012
2012-12-31,619.8408,Monday,December,2012
2013-01-01,621.3041,Tuesday,January,2013
2013-01-02,622.9242,Wednesday,January,2013
2013-01-03,625.5272,Thursday,January,2013
2013-01-04,623.6017,Friday,January,2013
2013-01-05,623.1909,Saturday,January,2013
2013-01-06,618.5103,Sunday,January,2013
2013-01-07,617.4836,Monday,January,2013
2013-01-08,622.7115,Tuesday,January,2013
2013-01-09,621.484,Wednesday,January,2013
2013-01-10,612.8424,Thursday,January,2013
2013-01-11,621.4671,Friday,January,2013
2013-01-12,621.3608,Saturday,January,2013
2013-01-13,620.4212,Sunday,January,2013
2013-01-14,632.743,Monday,January,2013
2013-01-15,620.0946,Tuesday,January,2013
2013-01-16,623.4407,Wednesday,January,2013
2013-01-17,625.7553,Thursday,January,2013
2013-01-18,629.7488,Friday,January,2013
2013-01-19,628.6044,Saturday,January,2013
2013-01-20,619.2632,Sunday,January,2013
2013-01-21,618.5345,Monday,January,2013
2013-01-22,619.2116,Tuesday,January,2013
2013-01-23,620.6434,Wednesday,January,2013
2013-01-24,622.1532,Thursday,January,2013
2013-01-25,624.5208,Friday,January,2013
2013-01-26,624.5031,Saturday,January,2013
2013-01-27,623.0224,Sunday,January,2013
2013-01-28,617.4279,Monday,January,2013
2013-01-29,621.4999,Tuesday,January,2013
2013-01-30,616.6596,Wednesday,January,2013
2013-01-31,619.7795,Thursday,January,2013
2013-02-01,623.7753,Friday,February,2013
2013-02-02,624.1269,Saturday,February,2013
2013-02-03,621.42,Sunday,February,2013
2013-02-04,622.5528,Monday,February,2013
2013-02-05,616.909,Tuesday,February,2013
2013-02-06,617.9547,Wednesday,February,2013
2013-02-07,621.7427,Thursday,February,2013
2013-02-08,623.6201,Friday,February,2013
2013-02-09,623.5817,Saturday,February,2013
2013-02-10,619.3832,Sunday,February,2013
2013-02-11,617.7163,Monday,February,2013
2013-02-12,617.312,Tuesday,February,2013
2013-02-13,619.7993,Wednesday,February,2013
2013-02-14,621.14,Thursday,February,2013
2013-02-15,622.2493,Friday,February,2013
2013-02-16,622.2493,Saturday,February,2013
2013-02-17,617.8914,Sunday,February,2013
2013-02-18,617.3879,Monday,February,2013
2013-02-19,622.0607,Tuesday,February,2013
2013-02-20,625.4489,Wednesday,February,2013
2013-02-21,632.0315,Thursday,February,2013
2013-02-22,634.3629,Friday,February,2013
2013-02-23,633.6818,Saturday,February,2013
2013-02-24,634.9288,Sunday,February,2013
2013-02-25,636.1976,Monday,February,2013
2013-02-26,634.3778,Tuesday,February,2013
2013-02-27,636.9281,Wednesday,February,2013
2013-02-28,637.3602,Thursday,February,2013
2013-03-01,637.8269,Friday,March,2013
2013-03-02,638.7784,Saturday,March,2013
2013-03-03,634.255,Sunday,March,2013
2013-03-04,635.4913,Monday,March,2013
2013-03-05,635.4865,Tuesday,March,2013
2013-03-06,643.3407,Wednesday,March,2013
2013-03-07,640.958,Thursday,March,2013
